text,label_suggested,confidence,source,collected_at,label_frequency,label_human
cattle_record: Cattle_ID=CATTLE_000042; Breed=Butana; Region=Global; Country=BD; Climate_Zone=Temperate; Management_System=Mixed; Age_Months=94; Weight_kg=413.4; Parity=3; Lactation_Stage=Mid; Days_in_Milk=328; Feed_Type=Mixed_Feed; Feed_Quantity_kg=10.0; Water_Intake_L=56.6; Walking_Distance_km=5.62; Grazing_Duration_hrs=2.1; Rumination_Time_hrs=8.0; Resting_Hours=13.9; Body_Temperature_C=39.8; Heart_Rate_bpm=47.0; Respiratory_Rate=31.0; Ambient_Temperature_C=32.4; Humidity_percent=49.5; Season=Autumn; Housing_Score=0.79; Milk_Yield_L=3.57; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=4.78; Body_Condition_Score=3.5; Milking_Interval_hrs=24; Date=2023-01-08; Farm_ID=FARM_0320; Disease_Status=Healthy,liver_fluke,0.04728120453611804,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_188158; Breed=Hariana; Region=South_America; Country=CA; Climate_Zone=Continental; Management_System=Mixed; Age_Months=89; Weight_kg=565.1; Parity=3; Lactation_Stage=Late; Days_in_Milk=213; Feed_Type=Pasture_Grass; Feed_Quantity_kg=5.3; Water_Intake_L=48.1; Walking_Distance_km=4.36; Grazing_Duration_hrs=6.2; Rumination_Time_hrs=8.1; Resting_Hours=6.4; Body_Temperature_C=38.1; Heart_Rate_bpm=85.0; Respiratory_Rate=23.0; Ambient_Temperature_C=21.6; Humidity_percent=63.3; Season=Spring; Housing_Score=0.87; Milk_Yield_L=4.03; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=5.78; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-01-02; Farm_ID=FARM_0927; Disease_Status=Hardware_Disease,liver_fluke,0.04733649738710949,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_132462; Breed=Africander; Region=Global; Country=PK; Climate_Zone=Continental; Management_System=Semi_Intensive; Age_Months=62; Weight_kg=310.7; Parity=3; Lactation_Stage=Mid; Days_in_Milk=142; Feed_Type=Green_Fodder; Feed_Quantity_kg=10.9; Water_Intake_L=49.8; Walking_Distance_km=6.45; Grazing_Duration_hrs=5.7; Rumination_Time_hrs=8.4; Resting_Hours=12.0; Body_Temperature_C=36.8; Heart_Rate_bpm=73.0; Respiratory_Rate=38.0; Ambient_Temperature_C=36.7; Humidity_percent=78.8; Season=Spring; Housing_Score=0.99; Milk_Yield_L=7.0; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=1; Previous_Week_Avg_Yield=7.07; Body_Condition_Score=2.0; Milking_Interval_hrs=6; Date=2024-08-14; Farm_ID=FARM_0820; Disease_Status=Healthy,liver_fluke,0.047564226595059884,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_237245; Breed=Fleckvieh; Region=Oceania; Country=CN; Climate_Zone=Temperate; Management_System=Semi_Intensive; Age_Months=97; Weight_kg=439.5; Parity=5; Lactation_Stage=Early; Days_in_Milk=200; Feed_Type=Pasture_Grass; Feed_Quantity_kg=16.7; Water_Intake_L=36.3; Walking_Distance_km=9.78; Grazing_Duration_hrs=3.6; Rumination_Time_hrs=5.0; Resting_Hours=11.8; Body_Temperature_C=39.2; Heart_Rate_bpm=54.0; Respiratory_Rate=17.0; Ambient_Temperature_C=25.3; Humidity_percent=67.6; Season=Monsoon; Housing_Score=0.33; Milk_Yield_L=19.61; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=21.96; Body_Condition_Score=4.5; Milking_Interval_hrs=12; Date=2024-08-31; Farm_ID=FARM_0307; Disease_Status=Healthy,liver_fluke,0.0482534687632617,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_085851; Breed=Guernsey; Region=Africa; Country=IN; Climate_Zone=Arid; Management_System=Mixed; Age_Months=75; Weight_kg=327.3; Parity=6; Lactation_Stage=Early; Days_in_Milk=286; Feed_Type=Silage; Feed_Quantity_kg=8.6; Water_Intake_L=53.4; Walking_Distance_km=1.52; Grazing_Duration_hrs=6.1; Rumination_Time_hrs=6.2; Resting_Hours=10.3; Body_Temperature_C=37.5; Heart_Rate_bpm=73.0; Respiratory_Rate=24.0; Ambient_Temperature_C=21.6; Humidity_percent=70.1; Season=Autumn; Housing_Score=1.0; Milk_Yield_L=19.14; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=16.85; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2022-08-21; Farm_ID=FARM_0569; Disease_Status=Healthy,liver_fluke,0.04927146230741016,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_136252; Breed=Illawarra_Shorthorn; Region=South_Asia; Country=BD; Climate_Zone=Mediterranean; Management_System=Semi_Intensive; Age_Months=54; Weight_kg=467.6; Parity=5; Lactation_Stage=Early; Days_in_Milk=184; Feed_Type=Crop_Residues; Feed_Quantity_kg=7.5; Water_Intake_L=71.1; Walking_Distance_km=3.59; Grazing_Duration_hrs=8.8; Rumination_Time_hrs=7.9; Resting_Hours=12.3; Body_Temperature_C=37.1; Heart_Rate_bpm=58.0; Respiratory_Rate=21.0; Ambient_Temperature_C=17.1; Humidity_percent=59.5; Season=Winter; Housing_Score=0.6; Milk_Yield_L=15.99; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=15.55; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2024-09-21; Farm_ID=FARM_0148; Disease_Status=Protein_Deficiency,liver_fluke,0.04961789356985597,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_169844; Breed=Normande; Region=Global; Country=IN; Climate_Zone=Subtropical; Management_System=Semi_Intensive; Age_Months=38; Weight_kg=265.5; Parity=6; Lactation_Stage=Early; Days_in_Milk=48; Feed_Type=Concentrates; Feed_Quantity_kg=10.4; Water_Intake_L=71.5; Walking_Distance_km=1.96; Grazing_Duration_hrs=6.0; Rumination_Time_hrs=7.1; Resting_Hours=14.6; Body_Temperature_C=37.0; Heart_Rate_bpm=66.0; Respiratory_Rate=34.0; Ambient_Temperature_C=19.3; Humidity_percent=95.1; Season=Monsoon; Housing_Score=0.83; Milk_Yield_L=20.4; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=20.27; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-10-24; Farm_ID=FARM_0275; Disease_Status=Healthy,liver_fluke,0.05008570751114383,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_249924; Breed=Rathi; Region=South_America; Country=CN; Climate_Zone=Temperate; Management_System=Pastoral; Age_Months=66; Weight_kg=639.9; Parity=5; Lactation_Stage=Early; Days_in_Milk=187; Feed_Type=Mixed_Feed; Feed_Quantity_kg=13.6; Water_Intake_L=49.6; Walking_Distance_km=1.96; Grazing_Duration_hrs=5.4; Rumination_Time_hrs=7.4; Resting_Hours=15.0; Body_Temperature_C=40.0; Heart_Rate_bpm=66.0; Respiratory_Rate=33.0; Ambient_Temperature_C=30.7; Humidity_percent=69.4; Season=Autumn; Housing_Score=0.35; Milk_Yield_L=6.13; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=5.24; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2022-08-16; Farm_ID=FARM_0533; Disease_Status=Bovine_Respiratory_Disease,liver_fluke,0.05040363022905342,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_048127; Breed=Deoni; Region=Global; Country=ET; Climate_Zone=Arid; Management_System=Extensive; Age_Months=55; Weight_kg=504.6; Parity=5; Lactation_Stage=Late; Days_in_Milk=267; Feed_Type=Green_Fodder; Feed_Quantity_kg=12.3; Water_Intake_L=62.0; Walking_Distance_km=4.29; Grazing_Duration_hrs=6.0; Rumination_Time_hrs=7.7; Resting_Hours=10.1; Body_Temperature_C=40.0; Heart_Rate_bpm=72.0; Respiratory_Rate=30.0; Ambient_Temperature_C=15.5; Humidity_percent=74.3; Season=Autumn; Housing_Score=0.56; Milk_Yield_L=3.88; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=2.93; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-10-29; Farm_ID=FARM_0704; Disease_Status=Brucellosis,liver_fluke,0.0504132852251406,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_070005; Breed=Ankole; Region=South_Asia; Country=UK; Climate_Zone=Tropical; Management_System=Mixed; Age_Months=48; Weight_kg=671.9; Parity=6; Lactation_Stage=Mid; Days_in_Milk=275; Feed_Type=Concentrates; Feed_Quantity_kg=19.2; Water_Intake_L=55.6; Walking_Distance_km=5.11; Grazing_Duration_hrs=7.4; Rumination_Time_hrs=6.3; Resting_Hours=10.4; Body_Temperature_C=36.9; Heart_Rate_bpm=83.0; Respiratory_Rate=26.0; Ambient_Temperature_C=29.4; Humidity_percent=45.5; Season=Autumn; Housing_Score=0.96; Milk_Yield_L=3.13; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=3.98; Body_Condition_Score=3.0; Milking_Interval_hrs=12; Date=2023-12-24; Farm_ID=FARM_0877; Disease_Status=Diarrhea,liver_fluke,0.05072073481810768,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_115427; Breed=White_Fulani; Region=South_America; Country=PK; Climate_Zone=Tropical; Management_System=Pastoral; Age_Months=61; Weight_kg=617.7; Parity=5; Lactation_Stage=Late; Days_in_Milk=66; Feed_Type=Green_Fodder; Feed_Quantity_kg=4.3; Water_Intake_L=81.1; Walking_Distance_km=3.77; Grazing_Duration_hrs=7.7; Rumination_Time_hrs=10.8; Resting_Hours=5.4; Body_Temperature_C=38.8; Heart_Rate_bpm=59.0; Respiratory_Rate=26.0; Ambient_Temperature_C=20.2; Humidity_percent=74.7; Season=Summer; Housing_Score=0.81; Milk_Yield_L=7.37; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=8.47; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-09-20; Farm_ID=FARM_0778; Disease_Status=Healthy,liver_fluke,0.05122563939745078,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_207738; Breed=Brown_Swiss; Region=Global; Country=IN; Climate_Zone=Mediterranean; Management_System=Intensive; Age_Months=27; Weight_kg=693.1; Parity=4; Lactation_Stage=Mid; Days_in_Milk=299; Feed_Type=Dry_Fodder; Feed_Quantity_kg=15.2; Water_Intake_L=53.3; Walking_Distance_km=1.64; Grazing_Duration_hrs=10.2; Rumination_Time_hrs=4.5; Resting_Hours=12.4; Body_Temperature_C=38.7; Heart_Rate_bpm=72.0; Respiratory_Rate=22.0; Ambient_Temperature_C=30.3; Humidity_percent=22.3; Season=Autumn; Housing_Score=0.81; Milk_Yield_L=13.92; FMD_Vaccine=1; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=14.3; Body_Condition_Score=4.0; Milking_Interval_hrs=12; Date=2023-10-08; Farm_ID=FARM_0036; Disease_Status=Healthy,liver_fluke,0.053136907793441567,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_228765; Breed=White_Fulani; Region=Africa; Country=UK; Climate_Zone=Subtropical; Management_System=Pastoral; Age_Months=103; Weight_kg=479.6; Parity=1; Lactation_Stage=Early; Days_in_Milk=308; Feed_Type=Crop_Residues; Feed_Quantity_kg=11.0; Water_Intake_L=36.3; Walking_Distance_km=3.27; Grazing_Duration_hrs=4.1; Rumination_Time_hrs=7.8; Resting_Hours=8.8; Body_Temperature_C=37.7; Heart_Rate_bpm=55.0; Respiratory_Rate=21.0; Ambient_Temperature_C=16.1; Humidity_percent=60.8; Season=Summer; Housing_Score=0.33; Milk_Yield_L=1.19; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=2.72; Body_Condition_Score=2.5; Milking_Interval_hrs=12; Date=2024-10-20; Farm_ID=FARM_0452; Disease_Status=Bovine_Respiratory_Disease,liver_fluke,0.05494411534329949,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_123692; Breed=Red_Sindhi; Region=South_Asia; Country=PK; Climate_Zone=Temperate; Management_System=Extensive; Age_Months=135; Weight_kg=415.4; Parity=1; Lactation_Stage=Late; Days_in_Milk=246; Feed_Type=Pasture_Grass; Feed_Quantity_kg=14.1; Water_Intake_L=93.3; Walking_Distance_km=2.73; Grazing_Duration_hrs=7.3; Rumination_Time_hrs=6.1; Resting_Hours=9.0; Body_Temperature_C=38.2; Heart_Rate_bpm=59.0; Respiratory_Rate=28.0; Ambient_Temperature_C=33.2; Humidity_percent=100.0; Season=Summer; Housing_Score=0.86; Milk_Yield_L=7.79; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=7.67; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-05-16; Farm_ID=FARM_0478; Disease_Status=Healthy,liver_fluke,0.055143106424862566,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_081612; Breed=Australian_Milking_Zebu; Region=Oceania; Country=KE; Climate_Zone=Arid; Management_System=Pastoral; Age_Months=122; Weight_kg=556.4; Parity=1; Lactation_Stage=Late; Days_in_Milk=264; Feed_Type=Pasture_Grass; Feed_Quantity_kg=10.9; Water_Intake_L=93.0; Walking_Distance_km=3.08; Grazing_Duration_hrs=8.2; Rumination_Time_hrs=6.3; Resting_Hours=8.1; Body_Temperature_C=37.7; Heart_Rate_bpm=66.0; Respiratory_Rate=24.0; Ambient_Temperature_C=37.9; Humidity_percent=70.1; Season=Summer; Housing_Score=0.4; Milk_Yield_L=7.38; FMD_Vaccine=0; Brucellosis_Vaccine=1; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=8.61; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-10-18; Farm_ID=FARM_0816; Disease_Status=Healthy,liver_fluke,0.05531242500033234,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_051816; Breed=Red_Poll_Africa; Region=South_America; Country=DE; Climate_Zone=Temperate; Management_System=Pastoral; Age_Months=34; Weight_kg=354.8; Parity=1; Lactation_Stage=Mid; Days_in_Milk=189; Feed_Type=Dry_Fodder; Feed_Quantity_kg=11.0; Water_Intake_L=86.5; Walking_Distance_km=2.31; Grazing_Duration_hrs=2.1; Rumination_Time_hrs=8.7; Resting_Hours=6.7; Body_Temperature_C=39.6; Heart_Rate_bpm=44.0; Respiratory_Rate=28.0; Ambient_Temperature_C=19.9; Humidity_percent=75.0; Season=Autumn; Housing_Score=0.55; Milk_Yield_L=6.54; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=6.82; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-02-20; Farm_ID=FARM_0403; Disease_Status=Digestive_Disorder,liver_fluke,0.055318294042471655,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_082109; Breed=Ankole; Region=Europe_NA; Country=US; Climate_Zone=Mediterranean; Management_System=Intensive; Age_Months=60; Weight_kg=296.0; Parity=1; Lactation_Stage=Early; Days_in_Milk=304; Feed_Type=Crop_Residues; Feed_Quantity_kg=13.1; Water_Intake_L=87.1; Walking_Distance_km=6.46; Grazing_Duration_hrs=3.8; Rumination_Time_hrs=9.4; Resting_Hours=7.6; Body_Temperature_C=37.3; Heart_Rate_bpm=103.0; Respiratory_Rate=22.0; Ambient_Temperature_C=18.3; Humidity_percent=24.6; Season=Summer; Housing_Score=0.91; Milk_Yield_L=0.0; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=1; IBR_Vaccine=1; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=0.97; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2023-02-07; Farm_ID=FARM_0984; Disease_Status=Black_Quarter,liver_fluke,0.05541514269083717,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_093978; Breed=Illawarra_Shorthorn; Region=South_Asia; Country=CA; Climate_Zone=Arid; Management_System=Semi_Intensive; Age_Months=119; Weight_kg=738.4; Parity=1; Lactation_Stage=Mid; Days_in_Milk=151; Feed_Type=Pasture_Grass; Feed_Quantity_kg=14.9; Water_Intake_L=90.3; Walking_Distance_km=1.02; Grazing_Duration_hrs=8.0; Rumination_Time_hrs=10.2; Resting_Hours=6.4; Body_Temperature_C=38.6; Heart_Rate_bpm=65.0; Respiratory_Rate=14.0; Ambient_Temperature_C=26.7; Humidity_percent=41.7; Season=Monsoon; Housing_Score=0.97; Milk_Yield_L=10.05; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=1; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=0; Previous_Week_Avg_Yield=11.14; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2024-04-22; Farm_ID=FARM_0272; Disease_Status=Hardware_Disease,liver_fluke,0.05688905388096949,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_156456; Breed=Gir; Region=South_Asia; Country=CN; Climate_Zone=Subtropical; Management_System=Mixed; Age_Months=30; Weight_kg=570.4; Parity=1; Lactation_Stage=Mid; Days_in_Milk=274; Feed_Type=Pasture_Grass; Feed_Quantity_kg=15.1; Water_Intake_L=100.8; Walking_Distance_km=6.24; Grazing_Duration_hrs=3.6; Rumination_Time_hrs=8.7; Resting_Hours=11.1; Body_Temperature_C=38.3; Heart_Rate_bpm=53.0; Respiratory_Rate=30.0; Ambient_Temperature_C=16.7; Humidity_percent=10.0; Season=Summer; Housing_Score=0.45; Milk_Yield_L=1.55; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=0; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=1; Rabies_Vaccine=1; Previous_Week_Avg_Yield=3.1; Body_Condition_Score=3.5; Milking_Interval_hrs=12; Date=2022-03-15; Farm_ID=FARM_0807; Disease_Status=Foot_and_Mouth,liver_fluke,0.05749476664908768,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
cattle_record: Cattle_ID=CATTLE_232899; Breed=Guernsey; Region=Europe_NA; Country=UK; Climate_Zone=Subtropical; Management_System=Semi_Intensive; Age_Months=43; Weight_kg=585.4; Parity=5; Lactation_Stage=Mid; Days_in_Milk=274; Feed_Type=Hay; Feed_Quantity_kg=9.0; Water_Intake_L=59.2; Walking_Distance_km=6.99; Grazing_Duration_hrs=13.2; Rumination_Time_hrs=10.6; Resting_Hours=12.6; Body_Temperature_C=37.4; Heart_Rate_bpm=76.0; Respiratory_Rate=25.0; Ambient_Temperature_C=24.7; Humidity_percent=59.9; Season=Spring; Housing_Score=0.68; Milk_Yield_L=17.76; FMD_Vaccine=0; Brucellosis_Vaccine=0; HS_Vaccine=1; BQ_Vaccine=0; Anthrax_Vaccine=0; IBR_Vaccine=0; BVD_Vaccine=0; Rabies_Vaccine=0; Previous_Week_Avg_Yield=18.68; Body_Condition_Score=4.5; Milking_Interval_hrs=12; Date=2024-12-09; Farm_ID=FARM_0615; Disease_Status=Healthy,liver_fluke,0.05783236186013774,kaggle:cattle-health-feeding,2026-03-27T12:39:42.158213+00:00,39,
